# Calculated using bpz_tools.filter_center via filtercenters.py
f225w   2381.1
f275w   2720.0
f336w   3366.3
f390w   3953.2
f435w   4348.1
f475w   4802.3
f555w   5397.6
f606w   6034.9
f625w   6352.0
f775w   7729.7
f814w   8140.3
f850lp  9082.2
f105w  10652.4
f110w  11797.2
f125w  12576.2
f140w  14061.8
f160w  15435.7
